numero_img,index,id,country,country_code,city,node_type,latitude,longitude,indice,category,Angle_0,Angle_90,Angle_180,Angle_270,Angle_0_count,Angle_90_count,Angle_180_count,Angle_270_count,total_tags
2244,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1159443,-78.4609547,ECU_quito_S_2244,safety,"{'class_name': 'Streetlights,'}",,,{'class_name': 'Light poles'},1,0,0,1,2
2245,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1157283,-78.4613605,ECU_quito_S_2245,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}",,1,2,1,0,4
2246,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1151347,-78.4610339,ECU_quito_S_2246,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}","{'class_name': 'Streetlights,'}",,,2,1,0,0,3
2247,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1144836,-78.4607933,ECU_quito_S_2247,safety,"{'class_name': 'Lamp posts'}, {'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Lamp posts'}, {'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,"{'class_name': 'Streetlights,'}",3,3,0,1,7
2248,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1149367,-78.4614043,ECU_quito_S_2248,safety,,,{'class_name': 'Stop sign'},,0,0,1,0,1
2249,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1147534,-78.4617492,ECU_quito_S_2249,safety,,,,"{'class_name': 'Streetlights,'}",0,0,0,1,1
2250,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.114576,-78.4620828,ECU_quito_S_2250,safety,"{'class_name': 'Lamp posts'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}",2,1,0,1,4
2252,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1143649,-78.4624757,ECU_quito_S_2252,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",0,0,1,1,2
2253,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1160642,-78.4641494,ECU_quito_S_2253,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,2,2,2,0,6
2256,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.116202,-78.463165,ECU_quito_S_2256,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",0,0,1,1,2
2257,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1123595,-78.4613043,ECU_quito_S_2257,safety,"{'class_name': 'Streetlights,'}",{'class_name': 'Light poles'},"{'class_name': 'Streetlights,'}",,1,1,1,0,3
2258,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1124208,-78.4602813,ECU_quito_S_2258,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,,"{'class_name': 'Streetlights,'}",2,0,0,1,3
2260,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1126278,-78.4600803,ECU_quito_S_2260,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}, {'class_name': 'Stop sign'}",0,0,1,3,4
2261,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1126512,-78.459839,ECU_quito_S_2261,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2262,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1132004,-78.4600865,ECU_quito_S_2262,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}",{'class_name': 'Light poles'},2,2,1,1,6
2264,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1130703,-78.4598679,ECU_quito_S_2264,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,"{'class_name': 'Streetlights,'}",1,2,0,1,4
2265,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.114126,-78.4614798,ECU_quito_S_2265,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,"{'class_name': 'Streetlights,'}",1,2,0,1,4
2266,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1142817,-78.4626551,ECU_quito_S_2266,safety,,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,0,0,2,0,2
2269,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1157526,-78.4619979,ECU_quito_S_2269,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Lamp posts'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",1,1,2,2,6
2271,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1176961,-78.4612763,ECU_quito_S_2271,safety,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",,0,1,1,0,2
2272,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1164185,-78.4626014,ECU_quito_S_2272,safety,"{'class_name': 'Streetlights,'}",,,,1,0,0,0,1
2273,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1146391,-78.4618016,ECU_quito_S_2273,safety,"{'class_name': 'Streetlights,'}",,,,1,0,0,0,1
2274,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1177262,-78.4607016,ECU_quito_S_2274,safety,{'class_name': 'Light poles'},,"{'class_name': 'Streetlights,'}",{'class_name': 'Light poles'},1,0,1,1,3
2275,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1173852,-78.4604683,ECU_quito_S_2275,safety,,,{'class_name': 'Light poles'},,0,0,1,0,1
2278,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1144098,-78.4621262,ECU_quito_S_2278,safety,,,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",0,0,0,2,2
2279,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1142152,-78.4624985,ECU_quito_S_2279,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,,"{'class_name': 'Streetlights,'}",2,0,0,1,3
2280,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1164237,-78.4612852,ECU_quito_S_2280,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,,"{'class_name': 'Lamp posts'}, {'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",2,0,0,3,5
2282,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1164477,-78.4613269,ECU_quito_S_2282,safety,,{'class_name': 'Stop sign'},,,0,1,0,0,1
2283,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1155997,-78.4616766,ECU_quito_S_2283,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,,,2,0,0,0,2
2284,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.115562,-78.4616522,ECU_quito_S_2284,safety,{'class_name': 'Light poles'},,"{'class_name': 'Streetlights,'}",{'class_name': 'Light poles'},1,0,1,1,3
2285,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1160799,-78.4592727,ECU_quito_S_2285,safety,,"{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}",0,1,0,1,2
2286,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1174746,-78.4585867,ECU_quito_S_2286,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}",1,1,2,1,5
2287,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1135781,-78.4610108,ECU_quito_S_2287,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",{'class_name': 'Light poles'},"{'class_name': 'Streetlights,'}",2,2,1,1,6
2288,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1122356,-78.4598286,ECU_quito_S_2288,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2289,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.1169531,-78.4604056,ECU_quito_S_2289,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",1,1,1,1,4
2290,31,ECU31,ecuador_colombia,ECU,quito,secundaria,-0.117321,-78.4605883,ECU_quito_S_2290,safety,,,,{'class_name': 'Light poles'},0,0,0,1,1
2291,32,ECU32,ecuador_colombia,ECU,quito,principal,-0.1195620623,-78.4527348,ECU_quito_P_2291,safety,"{'class_name': 'Streetlights,'}",,{'class_name': 'Light poles'},"{'class_name': 'Streetlights,'}",1,0,1,1,3
2292,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1190408,-78.4537448,ECU_quito_S_2292,safety,"{'class_name': 'Streetlights,'}",,,,1,0,0,0,1
2296,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1172885,-78.4555991,ECU_quito_S_2296,safety,,,,"{'class_name': 'Streetlights,'}",0,0,0,1,1
2297,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1170771,-78.4550029,ECU_quito_S_2297,safety,"{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",1,0,1,1,3
2300,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1184672,-78.45576,ECU_quito_S_2300,safety,"{'class_name': 'Streetlights,'}",,,"{'class_name': 'Streetlights,'}",1,0,0,1,2
2301,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1186699,-78.4553905,ECU_quito_S_2301,safety,,{'class_name': 'Light poles'},"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}, {'class_name': 'Stop sign'}",0,1,2,3,6
2302,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1182784,-78.4551758,ECU_quito_S_2302,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}",,2,1,2,0,5
2303,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1176517,-78.4549064,ECU_quito_S_2303,safety,,,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",0,0,0,2,2
2304,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1172157,-78.4546745,ECU_quito_S_2304,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2305,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1175046,-78.4543217,ECU_quito_S_2305,safety,"{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",{'class_name': 'Light poles'},1,0,2,1,4
2306,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1178742,-78.4545207,ECU_quito_S_2306,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",1,2,1,1,5
2307,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1184517,-78.4548361,ECU_quito_S_2307,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",2,0,1,1,4
2308,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.118874,-78.455025,ECU_quito_S_2308,safety,"{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}",1,0,1,2,4
2309,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1190709,-78.4546381,ECU_quito_S_2309,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,,"{'class_name': 'Lamp posts'}, {'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",2,0,0,3,5
2310,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1186796,-78.4544214,ECU_quito_S_2310,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Light poles'}, {'class_name': 'Stop sign'}",,"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}",2,2,0,2,6
2311,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1180884,-78.4541278,ECU_quito_S_2311,safety,"{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}","{'class_name': 'Streetlights,'}",1,0,2,1,4
2312,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1178587,-78.4539969,ECU_quito_S_2312,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}, {'class_name': 'Stop sign'}","{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}",3,1,0,1,5
2313,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1188641,-78.4540749,ECU_quito_S_2313,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",1,1,1,2,5
2314,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1192529,-78.4542823,ECU_quito_S_2314,safety,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,0,1,2,0,3
2315,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1189893,-78.4555436,ECU_quito_S_2315,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",2,2,1,1,6
2316,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1190164,-78.4550945,ECU_quito_S_2316,safety,"{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}",1,0,1,2,4
2317,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1192803,-78.4547482,ECU_quito_S_2317,safety,{'class_name': 'Light poles'},,,,1,0,0,0,1
2337,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1197025,-78.4531956,ECU_quito_S_2337,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,1,2,2,0,5
2338,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1194098,-78.4530394,ECU_quito_S_2338,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,1,2,2,0,5
2341,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1200508,-78.4529265,ECU_quito_S_2341,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",0,0,1,1,2
2342,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1195966,-78.4527153,ECU_quito_S_2342,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Lamp posts'}, {'class_name': 'Light poles'}",,"{'class_name': 'Streetlights,'}",2,3,0,1,6
2343,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1202203,-78.452567,ECU_quito_S_2343,safety,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",,0,1,1,0,2
2344,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.120315,-78.4521585,ECU_quito_S_2344,safety,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",0,2,1,1,4
2345,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1199742,-78.4519661,ECU_quito_S_2345,safety,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",,0,1,1,0,2
2347,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1201712,-78.4516181,ECU_quito_S_2347,safety,,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,0,0,2,0,2
2348,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1206418,-78.4513878,ECU_quito_S_2348,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",0,0,1,1,2
2349,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1203703,-78.4512452,ECU_quito_S_2349,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",0,0,1,2,3
2351,32,ECU32,ecuador_colombia,ECU,quito,secundaria,-0.1207296,-78.4509627,ECU_quito_S_2351,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",,1,1,1,0,3
2354,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1142945,-78.4611417,ECU_quito_S_2354,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2355,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1180442,-78.4565227,ECU_quito_S_2355,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",1,1,1,2,5
2356,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1184165,-78.456713,ECU_quito_S_2356,safety,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,,0,2,0,0,2
2357,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1176673,-78.4563011,ECU_quito_S_2357,safety,,,,"{'class_name': 'Streetlights,'}",0,0,0,1,1
2360,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1151545,-78.4582369,ECU_quito_S_2360,safety,,{'class_name': 'Light poles'},,,0,1,0,0,1
2363,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1182713,-78.4561217,ECU_quito_S_2363,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",1,1,1,1,4
2364,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1174981,-78.4552197,ECU_quito_S_2364,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",,1,1,1,0,3
2365,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1180827,-78.4555488,ECU_quito_S_2365,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",2,0,0,2,4
2370,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1152114,-78.4573441,ECU_quito_S_2370,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",,1,2,2,0,5
2371,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1174916,-78.4566437,ECU_quito_S_2371,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2372,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1168901,-78.4563224,ECU_quito_S_2372,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}",{'class_name': 'Stop sign'},,2,1,1,0,4
2373,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.116326,-78.456074,ECU_quito_S_2373,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",{'class_name': 'Light poles'},{'class_name': 'Stop sign'},1,1,1,1,4
2374,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.116037,-78.4559096,ECU_quito_S_2374,safety,,,,"{'class_name': 'Streetlights,'}",0,0,0,1,1
2375,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1170154,-78.456862,ECU_quito_S_2375,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",{'class_name': 'Stop sign'},"{'class_name': 'Light poles'}, {'class_name': 'Stop sign'}","{'class_name': 'Streetlights,'}",2,1,2,1,6
2376,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1166788,-78.4566934,ECU_quito_S_2376,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}",,,2,1,0,0,3
2377,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1161415,-78.4564109,ECU_quito_S_2377,safety,,,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",0,0,0,2,2
2378,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1156361,-78.4566152,ECU_quito_S_2378,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",,2,1,1,0,4
2379,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1159466,-78.4567888,ECU_quito_S_2379,safety,,"{'class_name': 'Streetlights,'}",,,0,1,0,0,1
2380,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1164834,-78.4570696,ECU_quito_S_2380,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}",,,,2,0,0,0,2
2381,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1171014,-78.4573762,ECU_quito_S_2381,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2382,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1177053,-78.4576898,ECU_quito_S_2382,safety,"{'class_name': 'Streetlights,'}",,,"{'class_name': 'Streetlights,'}",1,0,0,1,2
2383,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1175017,-78.4580785,ECU_quito_S_2383,safety,,,{'class_name': 'Stop sign'},"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}",0,0,1,2,3
2386,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1157572,-78.4571509,ECU_quito_S_2386,safety,,,{'class_name': 'Stop sign'},{'class_name': 'Stop sign'},0,0,1,1,2
2388,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1150583,-78.4572614,ECU_quito_S_2388,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2389,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1155532,-78.4575333,ECU_quito_S_2389,safety,,"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",0,2,2,2,6
2390,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1160975,-78.4578073,ECU_quito_S_2390,safety,,"{'class_name': 'Streetlights,'}",,,0,1,0,0,1
2391,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1167081,-78.4581312,ECU_quito_S_2391,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2392,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1172793,-78.4584613,ECU_quito_S_2392,safety,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",0,2,2,2,6
2393,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1147162,-78.4575388,ECU_quito_S_2393,safety,,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",0,2,2,2,6
2394,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1153648,-78.4578839,ECU_quito_S_2394,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",0,0,1,1,2
2395,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1159041,-78.4581676,ECU_quito_S_2395,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",,{'class_name': 'Stop sign'},1,1,0,1,3
2396,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1164979,-78.4584784,ECU_quito_S_2396,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",{'class_name': 'Stop sign'},,,2,1,0,0,3
2397,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1170826,-78.458829,ECU_quito_S_2397,safety,"{'class_name': 'Streetlights,'}",{'class_name': 'Stop sign'},{'class_name': 'Stop sign'},"{'class_name': 'Streetlights,'}",1,1,1,1,4
2398,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1164819,-78.4612694,ECU_quito_S_2398,safety,,,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",0,0,1,1,2
2399,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1177928,-78.4597274,ECU_quito_S_2399,safety,{'class_name': 'Light poles'},,{'class_name': 'Stop sign'},,1,0,1,0,2
2400,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1174546,-78.4594475,ECU_quito_S_2400,safety,,,{'class_name': 'Stop sign'},,0,0,1,0,1
2401,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.116923,-78.459162,ECU_quito_S_2401,safety,,{'class_name': 'Stop sign'},,,0,1,0,0,1
2402,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1162965,-78.4588503,ECU_quito_S_2402,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Stop sign'}",{'class_name': 'Stop sign'},"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",2,1,1,1,5
2403,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1156964,-78.4585546,ECU_quito_S_2403,safety,"{'class_name': 'Streetlights,'}",,{'class_name': 'Stop sign'},,1,0,1,0,2
2404,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1146939,-78.457986,ECU_quito_S_2404,safety,"{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}","{'class_name': 'Streetlights,'}",,"{'class_name': 'Streetlights,'}",2,1,0,1,4
2405,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1151601,-78.4586987,ECU_quito_S_2405,safety,,,"{'class_name': 'Streetlights,'}",,0,0,1,0,1
2406,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1155145,-78.4588935,ECU_quito_S_2406,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}",{'class_name': 'Light poles'},,1,1,1,0,3
2407,33,ECU33,ecuador_colombia,ECU,quito,secundaria,-0.1161148,-78.4592083,ECU_quito_S_2407,safety,"{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}","{'class_name': 'Streetlights,'}, {'class_name': 'Light poles'}",1,1,1,2,5
